    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   82   87        59   64       -0.28728         1136.79456     1126.19747         0.31744E+02    0.30674E+02    1
   83   88        59   64       -0.60836         1188.97815     1164.18675         0.31468E+02    0.28871E+02    1
   84   89        59   64       -0.78023         1195.20800     1163.22965         0.31010E+02    0.28770E+02    1
   85   90        59   64       -0.82345         1173.86490     1141.36793         0.30363E+02    0.29331E+02    1
   86   91        59   64       -1.08778         1162.33248     1118.64767         0.29649E+02    0.28396E+02    1
   87   92        59   64       -0.85890         1112.64242     1079.70469         0.28582E+02    0.28582E+02    0
   88   93        59   64       -0.72150         1045.56377     1018.16056         0.27166E+02    0.27166E+02    0
   89   94        59   64       -0.36149          976.08205      962.32244         0.25462E+02    0.25462E+02    0
   90   95        59   64       -0.12231          921.83933      917.09456         0.23702E+02    0.23702E+02    0
   91   96        59   64        0.22422          848.47960      857.36979         0.21512E+02    0.21512E+02    0
   66   71        60   65        4.02816          419.36872      492.38515         0.33333E+02    0.25096E+02    1
   67   72        60   65        0.29771          634.42999      640.12184         0.33332E+02    0.33332E+02    0
   68   73        60   65       -0.88563          786.77990      763.32472         0.33331E+02    0.29262E+02    1
   69   74        60   65       -1.50541          918.77442      865.69213         0.33328E+02    0.25296E+02    1
   70   75        60   65       -1.18883          963.00219      922.05882         0.33323E+02    0.27363E+02    1
   71   76        60   65       -1.05868         1014.25931      976.49969         0.33316E+02    0.27905E+02    1
   72   77        60   65       -0.84735         1037.95008     1007.95076         0.33302E+02    0.28892E+02    1
   73   78        60   65       -0.36796          999.03362      987.54745         0.33276E+02    0.31820E+02    1
   74   79        60   65       -0.66801         1042.98886     1019.11429         0.33247E+02    0.28848E+02    1
   75   80        60   65       -0.37860         1057.69789     1044.44924         0.33202E+02    0.30035E+02    1
   76   81        60   65       -0.41981         1083.14174     1067.75727         0.33143E+02    0.29346E+02    1
   77   82        60   65       -0.48560         1090.72774     1072.53827         0.33058E+02    0.28876E+02    1
   78   83        60   65       -0.51866         1097.59677     1077.91283         0.32945E+02    0.28661E+02    1
   79   84        60   65       -0.46824         1100.44055     1083.04217         0.32793E+02    0.29381E+02    1
   80   85        60   65       -0.47793         1115.04181     1096.93110         0.32613E+02    0.29185E+02    1
   81   86        60   65       -0.56236         1142.52512     1120.41073         0.32411E+02    0.28772E+02    1
   82   87        60   65       -0.38283         1172.09353     1157.40525         0.32176E+02    0.30358E+02    1
   83   88        60   65       -0.68563         1227.49891     1198.51595         0.31957E+02    0.28694E+02    1
   84   89        60   65       -0.80703         1233.41334     1199.50454         0.31590E+02    0.28950E+02    1
   85   90        60   65       -0.80693         1211.06754     1178.80681         0.31064E+02    0.29887E+02    1
   86   91        60   65       -1.11570         1202.78642     1156.88028         0.30487E+02    0.28671E+02    1
   87   92        60   65       -0.95714         1154.43833     1117.71419         0.29607E+02    0.29607E+02    0
   88   93        60   65       -0.83922         1086.40882     1054.77414         0.28399E+02    0.28399E+02    0
   89   94        60   65       -0.44433         1014.22464      997.60005         0.26884E+02    0.26884E+02    0
   90   95        60   65       -0.20188          958.90293      951.27367         0.25273E+02    0.25273E+02    0
   91   96        60   65        0.15315          883.72004      889.57258         0.23202E+02    0.23202E+02    0
   67   72        61   66        3.90647          467.67971      548.55089         0.33333E+02    0.24493E+02    1
   68   73        61   66        0.80840          679.56576      696.24854         0.33332E+02    0.33332E+02    0
   69   74        61   66       -1.26632          854.95804      817.91479         0.33331E+02    0.28589E+02    1
   70   75        61   66       -1.27709          930.24408      889.19235         0.33329E+02    0.28296E+02    1
   71   76        61   66       -1.25258         1000.47909      956.53565         0.33324E+02    0.27887E+02    1
   72   77        61   66       -1.06241         1035.96686      998.18696         0.33316E+02    0.28598E+02    1
   73   78        61   66       -0.56423         1001.75162      984.02912         0.33300E+02    0.31609E+02    1
   74   79        61   66       -0.87340         1053.83080     1021.94097         0.33282E+02    0.28423E+02    1
   75   80        61   66       -0.52500         1071.84469     1053.21751         0.33252E+02    0.29946E+02    1
   76   81        61   66       -0.47630         1099.74185     1082.28899         0.33212E+02    0.29774E+02    1
   77   82        61   66       -0.51993         1111.20525     1091.73389         0.33153E+02    0.29411E+02    1
   78   83        61   66       -0.54616         1121.91563     1101.14122         0.33073E+02    0.29221E+02    1
   79   84        61   66       -0.55264         1130.19624     1109.29978         0.32966E+02    0.29613E+02    1
   80   85        61   66       -0.53615         1146.67097     1126.07971         0.32835E+02    0.29588E+02    1
   81   86        61   66       -0.56754         1175.00152     1152.62179         0.32683E+02    0.29513E+02    1
   82   87        61   66       -0.35512         1206.60079     1193.04826         0.32503E+02    0.31439E+02    1
   83   88        61   66       -0.65804         1265.63776     1237.90019         0.32333E+02    0.29695E+02    1
   84   89        61   66       -0.81946         1275.95518     1241.26919         0.32053E+02    0.29733E+02    1
   85   90        61   66       -0.81787         1254.92328     1222.03886         0.31644E+02    0.30801E+02    1
   86   91        61   66       -1.09917         1246.21309     1201.14471         0.31179E+02    0.29841E+02    1
   87   92        61   66       -0.91862         1197.39306     1161.82585         0.30464E+02    0.30464E+02    0
   88   93        61   66       -0.82671         1128.58606     1097.35920         0.29463E+02    0.29463E+02    0
   89   94        61   66       -0.50293         1057.41265     1038.71166         0.28185E+02    0.28185E+02    0
   90   95        61   66       -0.26816         1001.15979      991.17803         0.26762E+02    0.26762E+02    0
   91   96        61   66        0.08463          924.09083      927.24087         0.24870E+02    0.24870E+02    0
   68   73        62   67        4.20406          465.35925      572.88954         0.33333E+02    0.20223E+02    1
   69   74        62   67        0.98927          708.09107      729.42144         0.33332E+02    0.33332E+02    0
   70   75        62   67       -0.38054          829.15818      819.74541         0.33331E+02    0.33331E+02    0
   71   76        62   67       -0.95553          928.90505      902.04574         0.33328E+02    0.32566E+02    1
   72   77        62   67       -0.91072          983.37281      955.64538         0.33324E+02    0.31842E+02    1
   73   78        62   67       -0.35419          959.97836      949.82601         0.33313E+02    0.33313E+02    0
   74   79        62   67       -0.76626         1019.36213      994.34466         0.33301E+02    0.30837E+02    1
   75   80        62   67       -0.31929         1041.77427     1031.80056         0.33280E+02    0.33191E+02    1
   76   81        62   67       -0.21947         1073.92702     1066.86176         0.33252E+02    0.33251E+02    1
   77   82        62   67       -0.27293         1090.65150     1081.59135         0.33210E+02    0.32719E+02    1
   78   83        62   67       -0.29340         1105.48853     1095.56191         0.33151E+02    0.32528E+02    1
   79   84        62   67       -0.28413         1116.72196     1107.16851         0.33071E+02    0.33071E+02    0
   80   85        62   67       -0.25448         1135.70983     1126.97772         0.32970E+02    0.32970E+02    0
   81   86        62   67       -0.29846         1167.00410     1156.44976         0.32852E+02    0.32852E+02    0
   82   87        62   67       -0.00907         1200.15512     1199.82230         0.32709E+02    0.32709E+02    0
