,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,71.00,6.00,11.00,18.00,1293.32,0.00,0.00,65.61,-296.188,12.105
,Mixed / non conventional,71.00,6.00,18.00,25.00,2076.84,0.04,0.00,-23.80,-134.336,12.105
,Mixed / non conventional,71.00,6.00,25.00,32.00,2673.02,0.06,0.00,88.41,-93.069,12.105
,Mixed / non conventional,71.00,6.00,32.00,39.00,2166.72,0.05,0.00,87.37,-57.472,12.105
,Mixed / non conventional,71.00,6.00,39.00,46.00,1874.35,0.05,0.00,-102.10,-50.748,12.105
,Mixed / non conventional,71.00,6.00,46.00,53.00,3524.99,0.10,0.00,-65.34,-130.930,12.105
,Mixed / non conventional,71.00,6.00,53.00,60.00,772.11,0.16,0.00,104.56,-56.694,12.105
,Mixed / non conventional,71.00,6.00,60.00,67.00,821.08,0.00,0.00,-197.83,-255.032,12.105
,Mixed / non conventional,71.00,6.00,67.00,2.00,1257.33,0.00,0.00,324.71,1136.386,12.105
,Mixed / non conventional,71.00,6.00,2.00,9.00,4527.02,0.04,0.00,-18.05,712.552,12.105
,Mixed / non conventional,71.00,6.00,9.00,16.00,2233.11,0.05,0.00,-256.18,-993.017,11.870
,Mixed / non conventional,71.00,6.00,16.00,23.00,1934.84,0.05,0.00,-1.89,-160.200,11.870
,Mixed / non conventional,71.00,6.00,23.00,30.00,2641.22,0.03,0.00,83.96,-103.354,11.870
,Mixed / non conventional,71.00,6.00,30.00,37.00,2207.75,0.04,0.00,63.31,-60.185,11.870
,Mixed / non conventional,71.00,6.00,37.00,44.00,1976.35,0.06,0.00,45.11,-50.656,11.870
,Mixed / non conventional,71.00,6.00,44.00,51.00,2295.35,0.00,0.00,-95.59,-73.961,11.870
,Mixed / non conventional,71.00,6.00,51.00,58.00,1716.72,0.06,0.00,30.06,-97.017,11.870
